TesPlan,Res_TestName,Analyte,Numeric_Result,Res_Units,Rounding_Rule,Low_Release_Limit,High_Release_Limit,METHOD
4CP30801/BL_NY_Aveeno MUR_01,% Benzoic Acid & Phenoxyethanol,Phenoxyethanol_Final,,%,"FDA,2",0.53,0.71,J&J TM-003725
4OP63801/BL_NEUT_05C,% Dual Quat,Quat_Final,,%,"FDA,2",0.55,0.57,TM 434/1004
4OP63801/BL_NEUT_05C,% Dual Quat,Quat,,%,"FDA,2",0.55,0.57,TM 434/1004
4OP80601/BL_NEUT_05B,% Benzoic Acid & Phenoxyethanol,Phenoxyethanol,,%,"FDA,2",0.52,0.69,J&J TM-003725
4OP80601/BL_NEUT_05B,% Benzoic Acid & Phenoxyethanol,Phenoxyethanol_Final,,%,"FDA,2",0.52,0.69,J&J TM-003725
4OP23001/BL_NY_NEUT_05D,% Benzoic Acid & Phenoxyethanol,Phenoxyethanol,,%,"FDA,2",0.48,0.66,J&J TM-003725
4OP23001/BL_NY_NEUT_05D,% Benzoic Acid & Phenoxyethanol,Phenoxyethanol_Final,,%,"FDA,2",0.48,0.66,J&J TM-003725
4OP25301/BL_NY_Sani-cloth prime_01,% BTC 1010 w/w,% BTC 1010 w/w,,%,"FDA,2",0.61,0.67,NPTM 434/2001
4CP60101/BL_NY_Neut Hydrating_01,% Benzoic Acid & Phenoxyethanol,Phenoxyethanol_Final,,%,"FDA,2",0.57,0.67,TM 882
4CP60101/BL_NY_Neut Hydrating_01,% Benzoic Acid & Phenoxyethanol,Phenoxyethanol,,%,"FDA,2",0.57,0.67,TM 882
4CP21101/BL_NY_Neut MUR_01,% Benzoic Acid & Phenoxyethanol,Phenoxyethanol,,%,"FDA,2",0.57,0.67,TM 882
4CP21101/BL_NY_Neut MUR_01,% Benzoic Acid & Phenoxyethanol,Phenoxyethanol_Final,,%,"FDA,2",0.57,0.67,TM 882
4FQ51801/BL_Sani_07C,% BTC 1010 w/w,% BTC 1010 w/w,,%,"FDA,2",0.61,0.67,NPTM 434/2001
4OP25301/BL_Sani_07C,% BTC 1010 w/w,% BTC 1010 w/w,,%,"FDA,2",0.61,0.67,NPTM 434/2001
4OP63001/BL_NEUT_05C,% Benzoic Acid & Phenoxyethanol,Phenoxyethanol,,%,"FDA,2",0.5,0.69,J&J TM-003725
4OP63001/BL_NEUT_05C,% Benzoic Acid & Phenoxyethanol,Phenoxyethanol_Final,,%,"FDA,2",0.5,0.69,J&J TM-003725
4OA34701/BL_NY_Summers Eve Period Feminine_02,% Phenoxyethanol & Sodium Benzoate,Phenoxyethanol,,%,"FDA,2",0.63,0.77,TM 395
4ABBY23/BL_NY_Natural Baby w/Vit E,% Phenoxyethanol & Sodium Benzoate,Phenoxyethanol,,%,"FDA,3",0.63,0.77,TM 395
4OP19701/BL_NY_Unilever Simple Core Cleansing_01,% Benzoic Acid Phenoxyethanol & Dehydroacetic Acid,Phenoxyethanol,,%,"FDA,2",0.64,0.78,TM 394
4ABBY23/BL_NY_Natural Baby w/Vit E,% Phenoxyethanol & Sodium Benzoate,Phenoxyethanol_Final,,%,"FDA,3",0.63,0.77,TM 395
4OA34701/BL_NY_Summers Eve Period Feminine_02,% Phenoxyethanol & Sodium Benzoate,Phenoxyethanol_Final,,%,"FDA,2",0.63,0.77,TM 395
4BB10301/BL_CHG_03A,% CHG & PCA,CHG,,%,"FDA,3",0.64,0.683,TM 319
4OP22701/BL_NY_L'Oreal Garnier Micellar Water,% Phenoxyethanol & IPBC,Phenoxyethanol,,%,"FDA,2",0.63,0.77,TM 397
4BB10301/BL_CHG_03A,% CHG & PCA,CHG_Final,,%,"FDA,3",0.64,0.683,TM 319
4OP22701/BL_NY_L'Oreal Garnier Micellar Water,% Phenoxyethanol & IPBC,Phenoxyethanol Final,,%,"FDA,2",0.63,0.77,TM 397
4OS82101/BL_Iodine_01C,% Available Iodine & Identification,Iodine,,% w/w,"FDA,2",0.83,0.87,TM 430
4OS82101/BL_Iodine_01C,% Available Iodine & Identification,Iodine_Final,,% w/w,"FDA,2",0.83,0.87,TM 430
4AMTT03/BL_NY_MTT/Toddler Red. Surfactants,% Phenoxyethanol,Phenoxyethanol,,%,"FDA,3",0.66,0.78,TM 395
4OP07501/BL_NY_L'Oreal Paris - Revitalift  MUR,% Phenoxyethanol & IPBC,Phenoxyethanol,,%,"FDA,2",0.63,0.77,TM 397
4AMTT03/BL_NY_MTT/Toddler Red. Surfactants,% Phenoxyethanol,Phenoxyethanol Final,,%,"FDA,3",0.66,0.78,TM 395
4OP07501/BL_NY_L'Oreal Paris - Revitalift  MUR,% Phenoxyethanol & IPBC,Phenoxyethanol Final,,%,"FDA,2",0.63,0.77,TM 397
4AP19701/BL_NY_Unilever Simple Core Cleansing_02,% Benzoic Acid Phenoxyethanol & Dehydroacetic Acid,Phenoxyethanol,,%,"FDA,2",0.64,0.78,TM 394
4OP70501/BL_NY_L'Oreal Paris - Revitalift  MUR,% Phenoxyethanol & IPBC,Phenoxyethanol,,%,"FDA,2",0.63,0.77,TM 397
4OP70501/BL_NY_L'Oreal Paris - Revitalift  MUR,% Phenoxyethanol & IPBC,Phenoxyethanol Final,,%,"FDA,2",0.63,0.77,TM 397
4OP70501/BL_Sani_01A,% Phenoxyethanol & IPBC,Phenoxyethanol,,%,"FDA,2",0.63,0.77,TM 397
4OP11301/BL_NY_L'Oreal Garnier Refreshing MUR,% Phenoxyethanol & IPBC,Phenoxyethanol,,%,"FDA,2",0.63,0.77,TM 397
4OP11301/BL_NY_L'Oreal Garnier Refreshing MUR,% Phenoxyethanol & IPBC,Phenoxyethanol Final,,%,"FDA,2",0.63,0.77,TM 397
4APER02/BL_NY_Grime Boss_02,% Benzoic Acid Phenoxyethanol & Dehydroacetic Acid,Phenoxyethanol,,%,"FDA,3",0.656,0.802,TM 394
4OB16401/BL_Misc_01F,Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.75,0.76,TM 202
4OB16401/BL_NY_Sodium Hydroxide 30%,Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.75,0.76,TM 202
4OX41101/,Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.75,0.76,TM 202
4FQ51801/BL_Sani_07C,Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.887,0.897,TM 202
4OP08701/BL_NY_Cetaphil Gentle MUR,% Phenoxyethanol & IPBC,Phenoxyethanol,,%,"FDA,4",0.81,0.99,TM 397
4OP08701/BL_NY_Cetaphil Gentle MUR,% Phenoxyethanol & IPBC,Phenoxyethanol Final,,%,"FDA,4",0.81,0.99,TM 397
4OY11001/,Specific Gravity at 25�C,SG,,NULL,"FDA,4",0.868,0.888,TM 202
4GB59801/BL_Misc_03E,Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.872,0.883,TM 202
4OP72301/BL_Sani_01B,Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.878,0.888,TM 202
4BB10301/BL_CHG_03A,Specific Gravity at 20�C,SG,,NULL,"FDA,3",0.872,0.883,TM 202
4FQ51801/BL_NY_AntiBac_01D,Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.878,0.888,TM 202
4OJ12301/BL_Sani_01B,Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.878,0.888,TM 202
4AA27601/BL_NY_Sterile Wipe Solution,% Total Chlorides,% Total Chlorides (calc),,%,"FDA,3",0.765,0.945,TM 312
4AD74801/BL_Sani_07C,Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.887,0.897,TM 202
4BQ89001/BL_Sani_07C,Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.887,0.897,TM 202
4OX41101/,Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.887,0.897,TM 202
4FQ51801/BL_NY_BackSpin Wipe_04,Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.887,0.897,TM 202
4OP25301/BL_NY_Sani-cloth prime_01,Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.875,0.923,TM 202
4AD20301/BL_Sani_01A,Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.888,0.898,TM 202
4OP72301/BL_NY_Cetaphil_01B,Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.887,0.897,TM 202
4OP71501/BL_Sani_01A,Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.888,0.898,TM 202
4AA27601/BL_Sani_07C,Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.887,0.897,TM 202
4FQ51801/BL_Sani_01B,Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.887,0.897,TM 202
4AD20301/BL_Baby_01A,Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.888,0.898,TM 202
4FQ51801/BL_NY_Sani-cloth prime_01,Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.887,0.897,TM 202
4OB35301/BL_Sani_07C,Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.887,0.897,TM 202
4FQ51801/BL_Sani_04A,Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.887,0.897,TM 202
4FQ51801/BL_Sani_07C,pH as is,pH,,NULL,"FDA,1",6.3,8.5,TM 200
4OP25301/BL_Sani_07C,Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.875,0.923,TM 202
4AA27601/BL_NY_Sterile Wipe Solution,% Total Chlorides,% Total Chlorides Final (calc),,%,"FDA,3",0.765,0.945,TM 312
4FQ51801/BL_Sani_07C,Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.875,0.923,TM 202
4OB22301/BL_Sani_07C,Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.913,0.923,TM 202
4OB22301/BL_Misc_03A,Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.913,0.923,TM 202
4AU55501/BL_NY_Prep H Pain Relief Wipes,% Benzyl Alcohol (W/W),% Benzyl Alcohol (W/W),,%,"FDA,2",0.92,1.1,Pfizer A7553.01
4CS41101/BL_Iodine_01B,% Available Iodine & Identification,Iodine,,% w/w,"FDA,2",1.1,1.12,TM 430
4CS41101/BL_Iodine_01B,% Available Iodine & Identification,Iodine_Final,,% w/w,"FDA,2",1.1,1.12,TM 430
4DH24701/BL_NY_Bleach_01A(Bleach-chlorine_Colorless_Clear),% Bleach,% Bleach,,%,"FDA,2",0.97,1.17,TM 366
4DH24701/BL_NY_Bleach_01A(Bleach-chlorine_Colorless_Clear),% Bleach,% Bleach Final,,%,"FDA,2",0.97,1.17,TM 366
4BQ89001/BL_Sani_04A,Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.878,1.074,TM 202
4CA89001/BL_Sani_04A,Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.878,1.074,TM 202
4CD309AS/BLR_BZK_06A,Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.968,0.98,TM 202
4FQ51801/BL_MedWipe_04A,Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.878,1.074,TM 202
4CD309AS/BLR_BZK_04A,Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.968,0.98,TM 202
4BQ89001/BL_Sani_07C,Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.878,1.074,TM 202
4FQ51801/BL_Sani_04A,Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.878,1.074,TM 202
4OP34501/BL_NY_BZK AntiBac_02,Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.974,0.984,TM 202
4OP35101/BL_MUR_04A,Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.974,0.984,TM 202
4AP44501/BL_NY_AntiBac_01D,Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.974,0.984,TM 202
4OP44801/BL_AntiBac_01D,Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.975,0.985,TM 202
4OP35101/BL_NY_BZK AntiBac_02,Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.974,0.984,TM 202
4AP44501/BL_Sani_07C,Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.974,0.984,TM 202
4OP44801/BL_Sani_08I,Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.975,0.985,TM 202
4OQ59401/BL_NY_AntiBac_01A(Citrus-Alcohol_NC-Slt.Yellow_Clear-Cloudy),Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.974,0.984,TM 202
4FQ51801/BL_NY_BackSpin Wipe_04,Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.974,0.984,TM 202
4AB1110M/Chem_206A,Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.98,0.988,TM 202
4OB712OM/Chem_187A,Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.984,0.994,TM 202
4AD74801/BL_Misc_06B,Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.987,0.997,TM 202
4AD74801/BL_Sani_07C,Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.987,0.997,TM 202
4FQ51801/BL_NY_Sani-cloth prime_01,Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.987,0.997,TM 202
4OP63801/BL_Sani_08I,Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.995,1.045,TM 202
4AP63801/BL_Sani_08H,Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.995,1.045,TM 202
4AA58001/Chem_206A,Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.995,1.005,TM 202
4OU16501/BL_Sani_08E,Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.995,1.045,TM 202
4AA58001/BL_Misc_01I,Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.995,1.005,TM 202
4DH24701/BL_NY_Bleach_01A(Bleach-chlorine_Colorless_Clear),Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.927,1.127,TM 202
4OP38301/BL_Sani_08I,Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.995,1.045,TM 202
4AP63801/BL_Sani_08I,Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.995,1.045,TM 202
4OP63801/BL_Sani_08H,Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.995,1.045,TM 202
4OP63801/BL_NEUT_05C,Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.995,1.045,TM 202
4AA27601/BL_Sani_08I,Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.995,1.045,TM 202
4BQ08401/BL_Sani_05A,Specific Gravity at 25�C,SG,,NULL,"FDA,4",0.9204,1.029,TM 202
4OM30401/BL_NY_Bleach_01A(Bleach-chlorine_Colorless_Clear),Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.995,1.045,TM 202
4OP63801/BL_NY_BackSpin Wipe_03,Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.995,1.045,TM 202
4OP63001/BL_Sani_08I,Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.995,1.045,TM 202
4BQ08401/BL_Sani_07C,Specific Gravity at 25�C,SG,,NULL,"FDA,4",0.9204,1.029,TM 202
4AP34501/BL_MUR_04AA,Specific Gravity at 25�C,SG,,NULL,"FDA,4",0.975,1.015,TM 202
4FQ51801/BL_Misc_12A,Specific Gravity at 25�C,SG,,NULL,"FDA,4",0.9204,1.029,TM 202
4CU12501/BL_MedWipe_04A,Specific Gravity at 25�C,SG,,NULL,"FDA,2",0.95,1.05,TM 202
4OP20301/BL_NY_Avon Solutions,Specific Gravity at 25�C,SG,,NULL,"FDA,4",0.99,1.02,TM 202
4OA70901/BL_NY_MedWipe_04AA,Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.95,1.05,TM 202
4CU12501/BL_Sani_07C,Specific Gravity at 25�C,SG,,NULL,"FDA,2",0.95,1.05,TM 202
4DA16001/BL_NY_Bleach_01A(Bleach-chlorine_Colorless_Clear),Specific Gravity at 25�C,SG,,NULL,"FDA,2",0.95,1.05,TM 202
4AA27601/BL_NY_Sterile Wipe Solution,Specific Gravity at 25�C,SG,,NULL,"FDA,2",0.95,1.05,TM 202
4CU12501/BL_Basis MUR_01,Specific Gravity at 25�C,SG,,NULL,"FDA,2",0.95,1.05,TM 202
4FQ51801/BL_Sani_07C,Specific Gravity at 25�C,SG,,NULL,"FDA,2",0.95,1.05,TM 202
4CA81001/BL_MedWipe_03A,Specific Gravity at 25�C,SG,,NULL,"FDA,3",1.018,1.028,TM 202
4OY80601/,Specific Gravity at 25�C,SG,,NULL,"FDA,3",1.01,1.03,TM 202
4CU12501/BL_Sani_07C,Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.95,1.05,TM 202
4OA70901/BL_MedWipe_04A,Specific Gravity at 25�C,SG,,NULL,"FDA,3",0.95,1.05,TM 202
4OB96301/BL_NY_Sterile Wipe Solution,Specific Gravity at 25�C,SG,,NULL,"FDA,3",1,1.06,TM 201/202
4OB96301/Chem_NY_Tender After Bite,Specific Gravity at 25�C,SG,,NULL,"FDA,3",1,1.06,TM 201/202
4BS41101/BL_Iodine_01A,% Available Iodine & Identification,Iodine,,% w/w,"FDA,2",1.14,1.16,TM 430
4BS41101/BL_Iodine_01A,% Available Iodine & Identification,Iodine_Final,,% w/w,"FDA,2",1.14,1.16,TM 430
4OX60101/,pH,pH,,NULL,"FDA,2",0.5,2.5,TM 200
4OY80601/,Refractive Index at 25�C,Refractive Index,,NULL,"FDA,3",1.433,1.439,TM 204
4OY11001/,Refractive Index at 25�C,Refractive Index,,NULL,"FDA,4",1.465,1.485,TM 204
4CP28401/BL_NY_Neut 09AA,% Salicylic Acid,Salicylic_Acid,,%,"FDA,1",1.9,2.1,TM002349
4CP28401/BL_NY_Neut 09AA,% Salicylic Acid,Salicylic_Acid_Final,,%,"FDA,1",1.9,2.1,TM002349
4OP09301/BL_NY_Noxzema Pads _01,% Salicylic Acid,Salicylic_Acid,,%,"FDA,1",1.8,2.2,UMA-6371 or TM 2004
4OP09301/BL_NY_Noxzema Pads _01,% Salicylic Acid,Salicylic_Acid_Final,,%,"FDA,1",1.8,2.2,UMA-6371 or TM 2004
4OP09301/NY-Microbiology celsis rapid,% Salicylic Acid,Salicylic_Acid_Final,,%,"FDA,1",1.8,2.2,UMA-6371 or TM 2004
4OP09301/NY-Microbiology celsis rapid,% Salicylic Acid,Salicylic_Acid,,%,"FDA,1",1.8,2.2,UMA-6371 or TM 2004
4OP09301/BL_NY_Noxzema Pads _01,pH,pH,,NULL,"FDA,1",2.6,3.2,TM 200
4OS40701/BL_CHG_02B,CHG and IPA NIR Testing,CHG Assay,,%,"FDA,2",3.05,3.47,TM370/TM371/TM386
4OS40701/BL_Iodine_01C,CHG and IPA NIR Testing,CHG Assay,,%,"FDA,2",3.05,3.47,TM370/TM371/TM386
4OP44801/BL_AntiBac_01D,pH as is,pH,,NULL,"FDA,1",3,4,TM 200
4OB10801/BL_CHG_02A,CHG and IPA NIR Testing,CHG Assay,,%,"FDA,2",3.4,3.65,TM370/TM371/TM386
4AP44501/BL_NY_AntiBac_01D,pH as is,pH,,NULL,"FDA,1",3.5,4.5,TM 200
4CA81001/BL_MedWipe_03A,pH as is,pH,,NULL,"FDA,1",3.5,4.5,TM 200
4FQ51801/BL_NY_AntiBac_01D,pH as is,pH,,NULL,"FDA,1",3.5,4.5,TM 200
4OP35101/BL_NY_BZK AntiBac_02,pH as is,pH,,NULL,"FDA,1",3.5,4.5,TM 200
4DP02701/BL_NY_NEUT_08AA,pH @ 25,pH,,NULL,"FDA,1",3.5,4.5,TM WW78014
4OP35101/BL_MUR_04A,pH as is,pH,,NULL,"FDA,1",3.5,4.5,TM 200
4FQ51801/BL_Sani_01B,pH as is,pH,,NULL,"FDA,1",3.5,4.5,TM 200
4OP34501/BL_MUR_04A,pH as is,pH,,NULL,"FDA,1",3.5,4.5,TM 200
4OA91101/BL_NY_Baby Dove Rich Moisture_01,pH as is,pH,,NULL,"FDA,2",3.85,4.15,TM 200
4OA92201/BL_NY_Baby Dove Sensitive Moisture_01,pH as is,pH,,NULL,"FDA,2",3.85,4.15,TM 200
4OA92201/BL_NY_Multi-surface Reduced Fragrance_01,pH as is,pH,,NULL,"FDA,2",3.85,4.15,TM 200
4OA91101/BL_NY_Baby Dove Sensitive Moisture_01,pH as is,pH,,NULL,"FDA,2",3.85,4.15,TM 200
4CS41101/BL_Iodine_01B,pH as is,pH,,NULL,"FDA,1",4,5.5,TM 200
4CU12501/BL_MedWipe_04A,pH as is,pH,,NULL,"FDA,1",4,5,TM 200
4CP28401/BL_NY_Neut 09AA,pH @ 25,pH,,NULL,"FDA,1",3.8,4.8,TM WW78014
4CU12501/BL_Sani_07C,pH as is,pH,,NULL,"FDA,1",4,5,TM 200
4OA70901/BL_MedWipe_04A,pH as is,pH @ 25°C,,NULL,"FDA,1",4,5,TM 200
4FQ51801/BL_Sani_07C,pH as is,pH,,NULL,"FDA,1",4,5,TM 200
4OQ59401/BL_NY_AntiBac_01A(Citrus-Alcohol_NC-Slt.Yellow_Clear-Cloudy),pH as is,pH,,NULL,"FDA,1",3.5,4.5,TM 200
4BS41101/BL_Iodine_01A,pH as is,pH,,NULL,"FDA,1",4,5.5,TM 200
4OA70901/BL_NY_MedWipe_04AA,pH as is,pH @ 25°C,,NULL,"FDA,1",4,5,TM 200
4OS82101/BL_Iodine_01C,pH as is,pH,,NULL,"FDA,1",4,5.5,TM 200
4CU12501/BL_NY_BackSpin Wipe_04,pH as is,pH,,NULL,"FDA,1",4,5,TM 200
4DA16001/BL_MedWipe_04A,pH as is,pH,,NULL,"FDA,1",4,5,TM 200
4AA27601/BL_Sani_08I,pH as is,pH,,NULL,"FDA,1",4,5,TM 200
4CU12501/BL_NY_MedWipe_04AA,pH as is,pH,,NULL,"FDA,1",4,5,TM 200
4CU12501/BL_Sani_07C,pH as is,pH @ 25°C,,NULL,"FDA,1",4,5,TM 200
"4BS41101/BL_NY_Glycopyrronium Topical Solution, 2.4%_01",pH as is,pH,,NULL,"FDA,1",4,5.5,TM 200
4OA97201/BL_NY_Multi-surface Reduced Fragrance_01,pH as is,pH,,NULL,"FDA,2",6,8,TM 200
4AU55501/BL_NY_Prep H Pain Relief Wipes,pH @ 25°C,pH,,NULL,"FDA,1",4.1,5.1,TM 200
4OA34701/BL_NY_Summers Eve Period Feminine_02,pH as is,pH,,NULL,"FDA,1",4.5,5,TM 200
4AMTT03/BL_NY_MTT/Toddler Red. Surfactants,pH as is,pH,,NULL,"FDA,1",4.5,4.9,TM 200
4ABBY23/BL_NY_Natural Baby w/Vit E,pH as is,pH,,NULL,"FDA,2",4.5,4.9,TM 200
4ABBY23/BL_Sani_01A,pH as is,pH,,NULL,"FDA,2",4.5,4.9,TM 200
4APER02/BL_NY_Prep H Pain Relief Wipes,pH as is,pH,,NULL,"FDA,1",4.5,4.9,TM 200
4AU55501/BL_NY_Prep H Pain Relief Wipes,% Lidocaine (w/w),% Lidocaine (w/w),,%,"FDA,2",4.75,5.25,Pfizer A7552.02
4OP63001/BL_NEUT_05C,pH as is,pH,,NULL,"FDA,1",4.7,5.7,TM WW78014
4OP63001/BL_Sani_08I,pH as is,pH,,NULL,"FDA,1",4.7,5.7,TM WW78014
4AU55501/BL_CHG_03A,% Lidocaine (w/w),% Lidocaine (w/w),,%,"FDA,2",4.75,5.25,Pfizer A7552.02
4CP30801/BL_NY_Aveeno MUR_01,pH as is,pH,,NULL,"FDA,1",5,6,TM WW78014
4OP23001/BL_NY_Sani-cloth prime_01,pH as is,pH,,NULL,"FDA,1",4.7,5.3,TM WW78014
4BJ14101/BL_MedWipe_01A,pH as is,pH,,NULL,"FDA,2",5.1,5.8,TM 200
4CP60101/BL_NY_Neut Hydrating_01,pH @ 25,pH,,NULL,"FDA,1",5,6,TM WW78014
4CP21101/BL_NY_Neut MUR_01,pH as is,pH,,NULL,"FDA,1",5,6,TM WW78014
4OP19701/BL_NY_Unilever Simple Core Cleansing_01,pH as is,pH,,NULL,"FDA,1",5,6,TM 200
4AD23901/BL_Baby_01A,pH as is,pH,,NULL,"FDA,2",5.1,5.4,TM 200
4AD23901/BL_Misc_06B,pH as is,pH,,NULL,"FDA,2",5.1,5.4,TM 200
4AP34501/BL_MUR_04AA,pH,pH,,NULL,"FDA,1",5,6,TM 200
4OP80601/BL_NEUT_05B,pH as is,pH,,NULL,"FDA,1",5,6,TM WW78014
4CP30801/BL_NY_Neut Hydrating_01,pH as is,pH,,NULL,"FDA,1",5,6,TM WW78014
4AP19701/BL_NY_Unilever Simple Core Cleansing_02,pH as is,pH,,NULL,"FDA,1",5,6,TM 200
4OP80601/BL_NY_AntiBac_01A(Citrus-Alcohol_NC-Slt.Yellow_Clear-Cloudy),pH as is,pH,,NULL,"FDA,1",5,6,TM WW78014
4CP60101/BL_Iodine_01B,pH @ 25,pH,,NULL,"FDA,1",5,6,TM WW78014
4AP34501/BL_Sani_07C,pH,pH,,NULL,"FDA,1",5,6,TM 200
4OP20301/BL_NY_Avon Solutions,pH,pH,,NULL,"FDA,1",5,5.5,TM 200
4OC22301/BL_NY_Sterile Wipe Solution,pH as is,pH,,NULL,"FDA,1",4.5,7,TM 200
4XD35101/,pH as is,pH,,NULL,"FDA,1",5,6,TM 200
4AA27601/BL_NY_Sterile Wipe Solution,pH as is,pH,,NULL,"FDA,1",4.5,7,TM 200
4OS40701/BL_CHG_02B,pH as is,pH,,NULL,"FDA,1",5,8,USP <791>
4OB10801/BL_CHG_02A,pH as is,pH,,NULL,"FDA,1",5,8,USP <791>
4OP08701/BL_NY_Cetaphil Gentle MUR,pH @ 25,pH,,NULL,"FDA,1",5.8,6.4,TM 200
4OJ12301/BL_NY_Cetaphil_01B,pH as is,pH,,NULL,"FDA,2",6,6.5,TM 200
4OD22201/BL_Misc_08A,pH as is,pH,,NULL,"FDA,2",5.5,6.5,TM 200
4OP07501/BL_NY_L'Oreal Paris - Revitalift  MUR,pH,pH,,NULL,"FDA,1",6,7,TM 200
4CD50101/BLR_BZK_06A,pH as is,pH,,NULL,"FDA,1",6,9,TM WW78014
4OU16501/BL_Sani_08E,pH as is,pH,,NULL,"FDA,2",5,7.5,TM 200
4OP22701/BL_NY_L'Oreal Garnier Micellar Water,pH,pH,,NULL,"FDA,1",6,7,TM 200
4OP11301/BL_NY_L'Oreal Garnier Refreshing MUR,pH,pH,,NULL,"FDA,1",6,7,TM 200
4OP11301/BL_NY_Unilever Simple Core Cleansing_01,pH,pH,,NULL,"FDA,1",6,7,TM 200
4OP70501/BL_Sani_01A,pH,pH,,NULL,"FDA,1",6,7,TM 200
4BP08101/BL_NY_Pond's Original Fresh MUR_02,pH,pH,,NULL,"FDA,1",6.3,7.7,TM 200
4OP22701/BL_NY_NEUT_05D,pH,pH,,NULL,"FDA,1",6,7,TM 200
4OU16501/,pH as is,pH,,NULL,"FDA,2",5,7.5,TM 200
4OU16501/Chem_NY_L'Oreal Sublime Bronze Tanning Liquid,pH as is,pH,,NULL,"FDA,2",5,7.5,TM 200
4BP20501/BL_NY_Pond's Exfoliating Renewal MUR_02,pH,pH,,NULL,"FDA,1",6.3,7.7,TM 200
4CP06501/BL_NY_Pond's Evening Soothe MUR_02,pH,pH,,NULL,"FDA,1",6.3,7.7,TM 200
4BP07301/BL_NY_Pond's Original Fresh MUR_02,pH,pH,,NULL,"FDA,1",6.3,7.7,TM 200
4AD74801/BL_Misc_06B,pH as is,pH,,NULL,"FDA,1",6.3,8.5,TM 200
4OB35301/BL_Misc_12A,pH as is,pH,,NULL,"FDA,1",6.3,8.5,TM 200
4FQ51801/BL_NY_AntiBac_01D,pH as is,pH,,NULL,"FDA,1",6.3,8.5,TM 200
4BQ89001/BL_NY_Sani Alt_02C,pH as is,pH,,NULL,"FDA,1",6.3,8.5,TM 200
4OX41101/,pH as is,pH,,NULL,"FDA,1",6.3,8.5,TM 200
4AA27601/BL_Sani_08I,pH as is,pH,,NULL,"FDA,1",6.3,8.5,TM 200
