Mat_MatCode,SP_TestPlan,Test_Lab,Analyte,Component,Numeric_Result,Res_Units,Rounding_Rule,Low_Release_Limit,High_Release_Limit,METHOD
2BP308SLI,Lid_Aveeno Ultra-Calming MUR,NY-Analytical,Lid Inspection,Color/Copy,Copy/color is in accordance with the item # print specification (Done),,,,,TM208
2BP308SLI,Lid_Aveeno Ultra-Calming MUR,NY-Analytical,Lid Inspection,Print,"No smears, streaks, spots, or voids (Done)",,,,,TM208
2BP308SLI,Lid_Aveeno Ultra-Calming MUR,NY-Analytical,Lid Inspection,Odor,No solvent odor is present (Done),,,,,TM208
2BQ084LI,Lid_11A,NY-Analytical,Lid Inspection,Orifice Flap Thickness,,in,"FDA,3",0.018,0.028,TM143
2BQ084LI,Lid_11A,NY-Analytical,Lid Inspection,Lid Wall Thickness,,in,"FDA,3",0.035,0.045,TM143
2BQ084LI,Lid_11A,NY-Analytical,Lid Inspection,Insert Fin Gap,,in,"FDA,3",0.065,0.075,TM143
2BQ084LI,Lid_11A,NY-Analytical,Lid Inspection,Pop-Up Hole Outer Diameter,,in,"FDA,3",0.16,0.17,TM143
2BQ084LI,Lid_11A,NY-Analytical,Lid Inspection,Overall Lid Height,,in,"FDA,3",1.472,1.492,TM143
2BQ084LI,Lid_11A,NY-Analytical,Flip Lid Force,Flip Lid Force,,lb,"FDA,2",0.75,,TM 143
2BQ084LI,Lid_11A,NY-Analytical,Lid Inspection,Bead Diameter,,in,"FDA,3",4.847,4.867,TM143
2BQ084LI,Lid_11A,NY-Analytical,Lid Inspection,Lid Inside Diameter,,in,"FDA,3",4.917,4.937,TM143
2BQ084LI,Lid_11A,NY-Analytical,Lid Inspection,Weight,,g,"FDA,1",32,42,TM143
2BQ084LI,Lid_11A,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
2BQ084LI,Lid_11A,NY-Analytical,Lid Inspection,Functionality - Lid Fit,Lid fits with a tight seal on,,,,,TM208
2BQ084LI,Lid_11A,NY-Analytical,Lid Inspection,Appearance,Meets Specifications (Done),,,,,TM208
2BQ084LI,Lid_11A,NY-Analytical,Lid Inspection,Odor,None detectable (Done),,,,,TM208
2BQ084LI,Lid_11A,NY-Analytical,Lid Inspection,Color,Translucent Teal (Done),,,,,TM208
2BQ471LI,Lid_04F_560,NY-Analytical,Lid Inspection,Pop-Up Hole Thicknes,,in,"FDA,3",0.015,0.025,TM143
2BQ471LI,Lid_04F_560,NY-Analytical,Lid Inspection,Lid Wall Thickness,,in,"FDA,3",0.04,0.05,TM143
2BQ471LI,Lid_04F_560,NY-Analytical,Lid Inspection,Cap Thickness,,in,"FDA,3",0.147,0.157,TM143
2BQ471LI,Lid_04F_560,NY-Analytical,Lid Inspection,Pop-Up Hole Outer Diameter,,in,"FDA,3",0.555,0.565,TM143
2BQ471LI,Lid_04F_560,NY-Analytical,Lid Inspection,Overall Lid Height,,in,"FDA,3",1.473,1.493,TM143
2BQ471LI,Lid_04F_560,NY-Analytical,Lid Inspection,Lid Inside Diameter,,in,"FDA,3",3.76,3.77,TM143
2BQ471LI,Lid_04F_560,NY-Analytical,Lid Inspection,Weight,,g,"FDA,1",20,24,TM143
2BQ471LI,Lid_04F_560,NY-Analytical,Lid Inspection,Appearance,Appearance Material is clean and free of particulate matter.  (Done),,,,,TM208
2BQ471LI,Lid_04F_560,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
2BQ471LI,Lid_04F_560,NY-Analytical,Lid Inspection,Odor,None detectable (Done),,,,,TM208
2BQ471LI,Lid_04F_560,NY-Analytical,Lid Inspection,Functionality,Pass (Done),,,,,TM208
2BQ471LI,Lid_04F_560,NY-Analytical,Lid Inspection,Color,Translucent Blue (Done),,,,,TM208
2BQ551LI,Lid_13A,NY-Analytical,Lid Inspection,Lid Wall Thickness,,in,"FDA,3",0.035,0.045,TM143
2BQ551LI,Lid_13A,NY-Analytical,Lid Inspection,Orifice Flap Thickness,,in,"FDA,3",0.03,0.04,TM143
2BQ551LI,Lid_13A,NY-Analytical,Lid Inspection,Insert Fin Gap,,in,"FDA,3",0.07,0.08,TM143
2BQ551LI,Lid_13A,NY-Analytical,Lid Inspection,End Circle Diameter,,in,"FDA,3",0.12,0.13,TM143
2BQ551LI,Lid_13A,NY-Analytical,Lid Inspection,Center to Center Distance,,in,"FDA,3",0.445,0.455,TM143
2BQ551LI,Lid_13A,NY-Analytical,Lid Inspection,Overall Lid Height,,in,"FDA,3",1.472,1.492,TM143
2BQ551LI,Lid_13A,NY-Analytical,Flip Lid Force,Flip Lid Force,,lb,"FDA,2",0.75,,TM 143
2BQ551LI,Lid_13A,NY-Analytical,Lid Inspection,Bead Diameter,,in,"FDA,3",4.847,4.867,TM143
2BQ551LI,Lid_13A,NY-Analytical,Lid Inspection,Lid Inside Diameter,,in,"FDA,3",4.917,4.937,TM143
2BQ551LI,Lid_13A,NY-Analytical,Lid Inspection,Weight,,g,"FDA,1",32,42,TM143
2BQ551LI,Lid_13A,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
2BQ551LI,Lid_13A,NY-Analytical,Lid Inspection,Appearance,Meets Specifications (Done),,,,,TM208
2BQ551LI,Lid_13A,NY-Analytical,Lid Inspection,Odor,None detectable (Done),,,,,TM208
2BQ551LI,Lid_13A,NY-Analytical,Lid Inspection,Functionality,Pass (Done),,,,,TM208
2BQ551LI,Lid_13A,NY-Analytical,Lid Inspection,Color,Translucent Purple (Done),,,,,TM208
2BS420,Web_NP3870_11.5,NY-Analytical,Web Measurement,Web Width,,in,"FDA,4",11.4375,11.5625,TM143
2BS420,Web_NP3870_11.5,NY-Analytical,Basis Weight,Basis Weight,,#/Ream,"FDA,1",81,99,TM 101
2BS420,Web_NP3870_11.5,NY-Analytical,Seal Strength,Seal Strength (350°F/40psi/1.0 sec dwell),,g/in,"FDA,0",5000,,TM107
2BS420,Web_NP3870_11.5,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
2BU275,Web_NP3895_8.5,NY-Analytical,Web Thickness,Web Thickness ,,mil,"FDA,1",3.9,4.7,TM 132
2BU275,Web_NP3895_8.5,NY-Analytical,Web Measurement,Web Width,,in,"FDA,4",8.4375,8.5625,TM143
2BU275,Web_NP3895_8.5,NY-Analytical,Basis Weight,Basis Weight,,#/3000sqft,"FDA,1",65.3,79.8,TM 101
2BU275,Web_NP3895_8.5,NY-Analytical,Seal Strength,Seal Strength (250°F/30psi/0.5 sec dwell),,g/in,"FDA,0",2270,,TM107
2BU275,Web_NP3895_8.5,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
2CA580SLI,Lid_01R,NY-Analytical,Lid Inspection,Label Width,,in,"FDA,4",1.8125,1.9375,TM143
2CA580SLI,Lid_01R,NY-Analytical,Lid Inspection,Label Length,,in,"FDA,4",3.6675,3.7925,TM143
2CA580SLI,Lid_01R,NY-Analytical,Lid Inspection,Appearance,Appearance Material is clean and free of particulate matter.  (Done),,,,,TM208
2CA580SLI,Lid_01R,NY-Analytical,Certificate of Compliance,Certificate of Compliance,CofC meets specifications (Done),,,,,COA
2CA580SLI,Lid_01R,NY-Analytical,Lid Inspection,Color/Copy,Copy/color is in accordance with the item # print specification (Done),,,,,TM208
2CA580SLI,Lid_01R,NY-Analytical,Lid Inspection,Print,"No smears, streaks, spots, or voids (Done)",,,,,TM208
2CA580SLI,Lid_01R,NY-Analytical,Lid Inspection,Odor,No solvent odor is present (Done),,,,,TM208
2CA735,Web_NP8810_12.125,NY-Analytical,Web Thickness,Web Thickness ,,mil,"FDA,2",2.48,3.03,TM 132
2CA735,Web_NP8810_12.125,NY-Analytical,Moisture Vapor Transmission rate,Report result from COA,,GSM,"FDA,0",,10,MVTR
2CA735,Web_NP8810_12.125,NY-Analytical,Web Measurement,Web Width,,in,"FDA,4",12.0625,12.1875,TM143
2CA735,Web_NP8810_12.125,NY-Analytical,Dyne Level,Dyne Level (outside film),,,"FDA,0",36,38,Dyne
2CA735,Web_NP8810_12.125,NY-Analytical,Basis Weight,Basis Weight,,#/Ream,"FDA,1",39.4,48.2,TM 101
2CA735,Web_NP8810_12.125,NY-Analytical,Seal Strength,Seal Strength (350°F/30psi/0.5 dwell Top Jaw),,gms/f,"FDA,0",500,,TM107
2CA735,Web_NP8810_12.125,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
2CA735,Web_NP8810_12.125,NY-Analytical,Visual Inspection,Appearance,Meets specifications (Done),,,,,TM208
2CB196,Web_NP5114_41.0,NY-Analytical,Web Thickness,Web Thickness ,,mil,"FDA,2",3.15,3.85,TM 132
2CB196,Web_NP5114_41.0,NY-Analytical,Web Measurement,Web Width,,in,"FDA,4",40.9375,41.0625,TM143
2CB196,Web_NP5114_41.0,NY-Analytical,Basis Weight,Basis Weight,,#/Ream,"FDA,1",53.1,64.9,TM 101
2CB196,Web_NP5114_41.0,NY-Analytical,Seal Strength,Seal Strength (300°F/40psi/0.5 sec dewll),,g/in,"FDA,0",1300,,TM107
2CB196,Web_NP5114_41.0,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
2CB512,Web_NP3870_4.5,NY-Analytical,Web Measurement,Web Width,,in,"FDA,4",4.4375,4.5625,TM143
2CB512,Web_NP3870_4.5,NY-Analytical,Basis Weight,Basis Weight,,#/Ream,"FDA,1",81,99,TM 101
2CB512,Web_NP3870_4.5,NY-Analytical,Seal Strength,Seal Strength (350°F/40psi/1.0 sec dwell),,g/in,"FDA,0",5000,,TM107
2CB512,Web_NP3870_4.5,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
2DH211,Web_NP5116_6.0,NY-Analytical,Web Measurement,Web Width,,in,"FDA,4",5.9375,6.0625,TM143
2DH211,Web_NP5116_6.0,NY-Analytical,Basis Weight,Basis Weight,,#/Ream,"FDA,1",55.8,68.2,TM 101
2DH211,Web_NP5116_6.0,NY-Analytical,Seal Strength,Seal Strength (300°F/40psi/0.5 sec dewll),,g/in,"FDA,0",1500,,TM107
2DH211,Web_NP5116_6.0,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
2ED110,Web_NP5410_4.5,NY-Analytical,Web Measurement,Web Width,,in,"FDA,4",4.4375,4.5625,TM143
2ED110,Web_NP5410_4.5,NY-Analytical,Basis Weight,Basis Weight,,#/Ream,"FDA,1",49.8,60.8,TM 101
2ED110,Web_NP5410_4.5,NY-Analytical,Seal Strength,Seal Strength (300°F/40psi/0.5 sec dewll),,g/in,"FDA,0",1500,,TM107
2ED110,Web_NP5410_4.5,NY-Analytical,Seal Strength,Destruct Bond,Break occurs off the seal (Done),g/in,,,,TM 107
2ED110,Web_NP5410_4.5,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
2EU351,Web_NP5211_7.0,NY-Analytical,Web Measurement,Web Width,,in,"FDA,4",6.9375,7.0625,TM143
2EU351,Web_NP5211_7.0,NY-Analytical,Visual Inspection,Eye spot repeat over 7 impressions,,mm,"FDA,0",488,490,TM208
2EU351,Web_NP5211_7.0,NY-Analytical,Certificate of Analysis,Certificate of Analysis,COA Meets Specification (Done),,,,,COA
2EU351,Web_NP5211_7.0,NY-Analytical,Certificate of Conformance,Certificate of Conformance,CoC meets specifications (Done),,,,,COA
2EU351,Web_NP5211_7.0,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
2EU351,Web_NP5211_7.0,NY-Analytical,Visual Inspection,2D Matrix (Barcode),Meet Specifications (Done),,,,,TM208
2EU351,Web_NP5211_7.0,NY-Analytical,Visual Inspection,Appearance,Meets specifications (Done),,,,,TM208
2EU351,Web_NP5211_7.0,NY-Analytical,Visual Inspection,Color/Copy,Meets specifications (Done),,,,,TM208
2FB6038,Web_NP5410_8.0,NY-Analytical,Basis Weight,Basis Weight,,#/Ream,"FDA,1",49.8,60.8,TM 101
2FB6038,Web_NP5410_8.0,NY-Analytical,Seal Strength,Seal Strength (300°F/40psi/0.5 sec dewll),,g/in,"FDA,0",1500,,TM107
2FB6038,Web_NP5410_8.0,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
2FB6038,Web_NP5410_8.0,NY-Analytical,Web Measurement,Web Width,,in,"FDA,4",7.9375,8.0625,TM143
2FB6038,Web_NP5410_8.0,NY-Analytical,Seal Strength,Destruct Bond,,g/in,,,,TM 107
2FH070,Web_NP5115_6.0,NY-Analytical,Web Measurement,Web Width,,in,"FDA,4",5.9375,6.0625,TM143
2FH070,Web_NP5115_6.0,NY-Analytical,Basis Weight,Basis Weight,,#/Ream,"FDA,1",55.6,68,TM 101
2FH070,Web_NP5115_6.0,NY-Analytical,Seal Strength,Seal Strength (325°F/40PSI/0.5ec Dwell),,g/in,"FDA,0",1500,,TM107
2FH070,Web_NP5115_6.0,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
2FJ141R,Web_NP8535_16,NY-Analytical,Web Thickness,Web Thickness ,,mil,"FDA,1",2.2,2.8,TM 132
2FJ141R,Web_NP8535_16,NY-Analytical,Web Measurement,Web Width,,in,"FDA,4",15.9375,16.0625,TM143
2FJ141R,Web_NP8535_16,NY-Analytical,Basis Weight,Basis Weight,,#/Ream,"FDA,2",35.82,45.6,TM 101
2FJ141R,Web_NP8535_16,NY-Analytical,Seal Strength,Seal Strength (300°F/30psi/1.5 sec dwell),,g/in,"FDA,0",3500,,TM107
2FJ141R,Web_NP8535_16,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
2HA580,Web_NP8540_17.0,NY-Analytical,Web Thickness,Web Thickness ,,mil,"FDA,2",2.86,3.64,TM 132
2HA580,Web_NP8540_17.0,NY-Analytical,Web Measurement,Web Width,,in,"FDA,4",16.9375,17.0625,TM143
2HA580,Web_NP8540_17.0,NY-Analytical,Basis Weight,Basis Weight,,#/Ream,"FDA,1",45.4,57.8,TM 101
2HA580,Web_NP8540_17.0,NY-Analytical,Seal Strength,Seal Strength (300°F/30psi/1.5 sec dwell),,g/in,"FDA,0",3500,,TM107
2HA580,Web_NP8540_17.0,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
2HU120,Web_NP5115_8.5,NY-Analytical,Web Measurement,Web Width,,in,"FDA,4",8.4375,8.5625,TM143
2HU120,Web_NP5115_8.5,NY-Analytical,Basis Weight,Basis Weight,,#/Ream,"FDA,1",55.6,68,TM 101
2HU120,Web_NP5115_8.5,NY-Analytical,Seal Strength,Seal Strength (325°F/40PSI/0.5ec Dwell),,g/in,"FDA,0",1500,,TM107
2HU120,Web_NP5115_8.5,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
2JC699,Web_NP5410_6.0,NY-Analytical,Web Measurement,Web Width,,in,"FDA,4",5.9375,6.0625,TM143
2JC699,Web_NP5410_6.0,NY-Analytical,Basis Weight,Basis Weight,,#/Ream,"FDA,1",49.8,60.8,TM 101
2JC699,Web_NP5410_6.0,NY-Analytical,Seal Strength,Seal Strength (300°F/40psi/0.5 sec dewll),,g/in,"FDA,0",1500,,TM107
2JC699,Web_NP5410_6.0,NY-Analytical,Seal Strength,Destruct Bond,Break occurs off the seal (Done),g/in,,,,TM 107
2JC699,Web_NP5410_6.0,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
2LB406,Web_NP3870_10.0,NY-Analytical,Web Measurement,Web Width,,in,"FDA,4",9.9375,10.0625,TM143
2LB406,Web_NP3870_10.0,NY-Analytical,Basis Weight,Basis Weight,,#/Ream,"FDA,1",83.7,96.3,TM 101
2LB406,Web_NP3870_10.0,NY-Analytical,Seal Strength,Seal Strength (350°F/40psi/1.0 sec dwell),,g/in,"FDA,0",5000,,TM107
2LB406,Web_NP3870_10.0,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
2OA347SLI,Lid_NY_Summer's Eve Fresh Cycle,NY-Analytical,Lid Inspection,Lid Wall Thickness,,in,"FDA,3",0.025,0.035,TM143
2OA347SLI,Lid_NY_Summer's Eve Fresh Cycle,NY-Analytical,Lid Inspection,Overall closed lid height,,in,"FDA,3",0.355,0.385,Solo Lid Inspection
2OA347SLI,Lid_NY_Summer's Eve Fresh Cycle,NY-Analytical,Lid Inspection,Label Width,,in,"FDA,4",1.8125,1.9375,TM143
2OA347SLI,Lid_NY_Summer's Eve Fresh Cycle,NY-Analytical,Lid Inspection,Label Length,,in,"FDA,4",3.6875,3.8125,TM143
2OA347SLI,Lid_NY_Summer's Eve Fresh Cycle,NY-Analytical,Lid Inspection,Open Lid Overall Width,,in,"FDA,3",4.351,4.401,Solo Lid Inspection
2OA347SLI,Lid_NY_Summer's Eve Fresh Cycle,NY-Analytical,Lid Inspection,Weight,,g,"FDA,1",10.5,12.5,TM143
2OA347SLI,Lid_NY_Summer's Eve Fresh Cycle,NY-Analytical,Certificate of Compliance,Certificate of Compliance,CofC meets specifications (Done),,,,,COA
2OA347SLI,Lid_NY_Summer's Eve Fresh Cycle,NY-Analytical,Lid Inspection,Color/Copy,Copy/color is in accordance with the item # print specification (Done),,,,,TM208
2OA347SLI,Lid_NY_Summer's Eve Fresh Cycle,NY-Analytical,Lid Inspection,Appearance,Meet specification (Done),,,,,TM208
2OA347SLI,Lid_NY_Summer's Eve Fresh Cycle,NY-Analytical,Lid Inspection,Functionality,Meet specification (Done),,,,,TM208
2OA347SLI,Lid_NY_Summer's Eve Fresh Cycle,NY-Analytical,Lid Inspection,Color,Meets the specification (Done),,,,,TM208
2OA347SLI,Lid_NY_Summer's Eve Fresh Cycle,NY-Analytical,Lid Inspection,Print,"No smears, streaks, spots, or voids (Done)",,,,,TM208
2OA347SLI,Lid_NY_Summer's Eve Fresh Cycle,NY-Analytical,Lid Inspection,Odor,None detectable (Done),,,,,TM208
2OA592SLI,Lid_NY_NP7600_22S,NY-Analytical,Lid Inspection,Lid Wall Thickness,,in,"FDA,3",0.025,0.035,TM143
2OA592SLI,Lid_NY_NP7600_22S,NY-Analytical,Lid Inspection,Overall closed lid height,,in,"FDA,3",0.355,0.385,Solo Lid Inspection
2OA592SLI,Lid_NY_NP7600_22S,NY-Analytical,Lid Inspection,Label Width,,in,"FDA,4",1.8125,1.9375,TM143
2OA592SLI,Lid_NY_NP7600_22S,NY-Analytical,Lid Inspection,Label Length,,in,"FDA,4",3.6675,3.7925,TM143
2OA592SLI,Lid_NY_NP7600_22S,NY-Analytical,Lid Inspection,Open Lid Overall Width,,in,"FDA,3",4.351,4.401,Solo Lid Inspection
2OA592SLI,Lid_NY_NP7600_22S,NY-Analytical,Lid Inspection,Weight,,g,"FDA,1",10.5,12.5,TM143
2OA592SLI,Lid_NY_NP7600_22S,NY-Analytical,Certificate of Compliance,Certificate of Compliance,CofC meets specifications (Done),,,,,COA
2OA592SLI,Lid_NY_NP7600_22S,NY-Analytical,Lid Inspection,Color/Copy,Copy/color is in accordance with the item # print specification (Done),,,,,TM208
2OA592SLI,Lid_NY_NP7600_22S,NY-Analytical,Lid Inspection,Appearance,Meet specification (Done),,,,,TM208
2OA592SLI,Lid_NY_NP7600_22S,NY-Analytical,Lid Inspection,Functionality,Meet specification (Done),,,,,TM208
2OA592SLI,Lid_NY_NP7600_22S,NY-Analytical,Lid Inspection,Print,"No smears, streaks, spots, or voids (Done)",,,,,TM208
2OA592SLI,Lid_NY_NP7600_22S,NY-Analytical,Lid Inspection,Odor,None detectable (Done),,,,,TM208
2OA592SLI,Lid_NY_NP7600_22S,NY-Analytical,Lid Inspection,Color,Teal Pantone 3145C,,,,,TM208
2OA632SLI,Lid_NY_Prep H medicated Hemorrhoidal Wipes,NY-Analytical,Lid Inspection,Lid Wall Thickness,,in,"FDA,3",0.025,0.035,TM143
2OA632SLI,Lid_NY_Prep H medicated Hemorrhoidal Wipes,NY-Analytical,Lid Inspection,Overall closed lid height,,in,"FDA,3",0.355,0.385,Solo Lid Inspection
2OA632SLI,Lid_NY_Prep H medicated Hemorrhoidal Wipes,NY-Analytical,Lid Inspection,Label Width,,in,"FDA,4",1.8125,1.9375,TM143
2OA632SLI,Lid_NY_Prep H medicated Hemorrhoidal Wipes,NY-Analytical,Lid Inspection,Label Length,,in,"FDA,4",3.6675,3.7925,TM143
2OA632SLI,Lid_NY_Prep H medicated Hemorrhoidal Wipes,NY-Analytical,Lid Inspection,Open Lid Overall Width,,in,"FDA,3",4.351,4.401,Solo Lid Inspection
2OA632SLI,Lid_NY_Prep H medicated Hemorrhoidal Wipes,NY-Analytical,Lid Inspection,Weight,,g,"FDA,1",10.5,12.5,TM143
2OA632SLI,Lid_NY_Prep H medicated Hemorrhoidal Wipes,NY-Analytical,Lid Inspection,Appearance,Appearance Material is clean and free of particulate matter.  (Done),,,,,TM208
2OA632SLI,Lid_NY_Prep H medicated Hemorrhoidal Wipes,NY-Analytical,Certificate of Compliance,Certificate of Compliance,CofC meets specifications (Done),,,,,COA
2OA632SLI,Lid_NY_Prep H medicated Hemorrhoidal Wipes,NY-Analytical,Lid Inspection,Color/Copy,Copy/color is in accordance with the item # print specification (Done),,,,,TM208
2OA632SLI,Lid_NY_Prep H medicated Hemorrhoidal Wipes,NY-Analytical,Lid Inspection,Functionality,Meet specification (Done),,,,,TM208
2OA632SLI,Lid_NY_Prep H medicated Hemorrhoidal Wipes,NY-Analytical,Lid Inspection,Color,Meets the specification (Done),,,,,TM208
2OA632SLI,Lid_NY_Prep H medicated Hemorrhoidal Wipes,NY-Analytical,Lid Inspection,Print,"No smears, streaks, spots, or voids (Done)",,,,,TM208
2OA632SLI,Lid_NY_Prep H medicated Hemorrhoidal Wipes,NY-Analytical,Lid Inspection,Odor,No solvent odor is present (Done),,,,,TM208
2OJ124SLI,Lid_NY_Cetaphil Gentle Skin cleansing wipes solo,NY-Analytical,Lid Inspection,Label Width,,in,"FDA,4",1.8125,1.9375,TM143
2OJ124SLI,Lid_NY_Cetaphil Gentle Skin cleansing wipes solo,NY-Analytical,Lid Inspection,Label Length,,in,"FDA,4",3.6675,3.7925,TM143
2OJ124SLI,Lid_NY_Cetaphil Gentle Skin cleansing wipes solo,NY-Analytical,Lid Inspection,Appearance,Appearance Material is clean and free of particulate matter.  (Done),,,,,TM208
2OJ124SLI,Lid_NY_Cetaphil Gentle Skin cleansing wipes solo,NY-Analytical,Certificate of Compliance,Certificate of Compliance,CofC meets specifications (Done),,,,,COA
2OJ124SLI,Lid_NY_Cetaphil Gentle Skin cleansing wipes solo,NY-Analytical,Lid Inspection,Color/Copy,Copy/color is in accordance with the item # print specification (Done),,,,,TM208
2OJ124SLI,Lid_NY_Cetaphil Gentle Skin cleansing wipes solo,NY-Analytical,Lid Inspection,Print,"No smears, streaks, spots, or voids (Done)",,,,,TM208
2OJ124SLI,Lid_NY_Cetaphil Gentle Skin cleansing wipes solo,NY-Analytical,Lid Inspection,Odor,No solvent odor is present (Done),,,,,TM208
2OJ130SLI,Lid_NY_NP7600_22Y,NY-Analytical,Lid Inspection,Lid Wall Thickness,,in,"FDA,3",0.025,0.035,TM143
2OJ130SLI,Lid_NY_NP7600_22Y,NY-Analytical,Lid Inspection,Overall closed lid height,,in,"FDA,3",0.355,0.385,Solo Lid Inspection
2OJ130SLI,Lid_NY_NP7600_22Y,NY-Analytical,Lid Inspection,Label Width,,in,"FDA,4",1.8125,1.9375,TM143
2OJ130SLI,Lid_NY_NP7600_22Y,NY-Analytical,Lid Inspection,Label Length,,in,"FDA,4",3.6675,3.7925,TM143
2OJ130SLI,Lid_NY_NP7600_22Y,NY-Analytical,Lid Inspection,Open Lid Overall Width,,in,"FDA,3",4.351,4.401,Solo Lid Inspection
2OJ130SLI,Lid_NY_NP7600_22Y,NY-Analytical,Lid Inspection,Weight,,g,"FDA,1",10.5,12.5,TM143
2OJ130SLI,Lid_NY_NP7600_22Y,NY-Analytical,Lid Inspection,Appearance,Appearance Material is clean and free of particulate matter.  (Done),,,,,TM208
2OJ130SLI,Lid_NY_NP7600_22Y,NY-Analytical,Certificate of Compliance,Certificate of Compliance,CofC meets specifications (Done),,,,,COA
2OJ130SLI,Lid_NY_NP7600_22Y,NY-Analytical,Lid Inspection,Color/Copy,Copy/color is in accordance with the item # print specification (Done),,,,,TM208
2OJ130SLI,Lid_NY_NP7600_22Y,NY-Analytical,Lid Inspection,Functionality,Meet specification (Done),,,,,TM208
2OJ130SLI,Lid_NY_NP7600_22Y,NY-Analytical,Lid Inspection,Color,Meets the specification (Done),,,,,TM208
2OJ130SLI,Lid_NY_NP7600_22Y,NY-Analytical,Lid Inspection,Print,"No smears, streaks, spots, or voids (Done)",,,,,TM208
2OJ130SLI,Lid_NY_NP7600_22Y,NY-Analytical,Lid Inspection,Odor,No solvent odor is present (Done),,,,,TM208
2OJ213SLI,Lid_01A,NY-Analytical,Lid Inspection,Label Length,,in,"FDA,4",1.8125,1.9375,TM143
2OJ213SLI,Lid_01A,NY-Analytical,Lid Inspection,Label Width,,in,"FDA,4",3.6675,3.7925,TM143
2OJ213SLI,Lid_01A,NY-Analytical,Lid Inspection,Appearance,Appearance Material is clean and free of particulate matter.  (Done),,,,,TM208
2OJ213SLI,Lid_01A,NY-Analytical,Certificate of Compliance,Certificate of Compliance,CofC meets specifications (Done),,,,,COA
2OJ213SLI,Lid_01A,NY-Analytical,Lid Inspection,Color/Copy,Copy/color is in accordance with the item # print specification (Done),,,,,TM208
2OJ213SLI,Lid_01A,NY-Analytical,Lid Inspection,Print,"No smears, streaks, spots, or voids (Done)",,,,,TM208
2OJ213SLI,Lid_01A,NY-Analytical,Lid Inspection,Odor,No solvent odor is present (Done),,,,,TM208
2OM304,Web_NP8540_16.0,NY-Analytical,Web Thickness,Web Thickness ,,mil,"FDA,2",2.86,3.64,TM 132
2OM304,Web_NP8540_16.0,NY-Analytical,Web Measurement,Web Width,,in,"FDA,4",15.9375,16.0625,TM143
2OM304,Web_NP8540_16.0,NY-Analytical,Basis Weight,Basis Weight,,#/Ream,"FDA,1",45.4,57.8,TM 101
2OM304,Web_NP8540_16.0,NY-Analytical,Seal Strength,Seal Strength (300°F/30psi/1.5 sec dwell),,g/in,"FDA,0",3500,,TM107
2OM304,Web_NP8540_16.0,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
