Mat_MatCode,METHOD,Analyte,Component,Res_Units,Numeric_Result,Low_Release_Limit,High_Release_Limit,Rounding_Rule,SP_TestPlan,,,,,
2BQ084LI,TM208,Lid Inspection,Odor,,None detectable,,,,Lid_11A,,,,,
2BQ084LI,TM208,Lid Inspection,Color,,Translucent Teal,,,,Lid_11A,,,,,
2BQ471LI,TM143,Lid Inspection,Pop-Up Hole Thicknes,in,,0.015,0.025,"FDA,3",Lid_04F_560,,,,,
2BQ471LI,TM143,Lid Inspection,Lid Wall Thickness,in,,0.04,0.05,"FDA,3",Lid_04F_560,,,,,
2BQ471LI,TM143,Lid Inspection,Cap Thickness,in,,0.147,0.157,"FDA,3",Lid_04F_560,,,,,
2BQ471LI,TM143,Lid Inspection,Pop-Up Hole Outer Diameter,in,,0.555,0.565,"FDA,3",Lid_04F_560,,,,,
2BQ471LI,TM143,Lid Inspection,Overall Lid Height,in,,1.473,1.493,"FDA,3",Lid_04F_560,,,,,
2BQ471LI,TM143,Lid Inspection,Lid Inside Diameter,in,,3.76,3.77,"FDA,3",Lid_04F_560,,,,,
2BQ471LI,TM143,Lid Inspection,Weight,g,,20,24,"FDA,1",Lid_04F_560,,,,,
2BQ471LI,TM208,Lid Inspection,Appearance,,Appearance Material is clean and free of particulate matter. ,,,,Lid_04F_560,,,,,
2BQ471LI,COA,Certificate of Analysis,Certificate of Analysis,,CofA meets specifications,,,,Lid_04F_560,,,,,
2BQ471LI,TM208,Lid Inspection,Odor,,None detectable,,,,Lid_04F_560,,,,,
2BQ471LI,TM208,Lid Inspection,Lid Functionality,,Pass,,,,Lid_04F_560,,,,,
2BQ471LI,TM208,Lid Inspection,Color,,Translucent Blue,,,,Lid_04F_560,,,,,
2BQ551LI,TM143,Lid Inspection,Lid Wall Thickness,in,,0.035,0.045,"FDA,3",Lid_13A,,,,,
2BQ551LI,TM143,Lid Inspection,Orifice Flap Thickness,in,,0.03,0.04,"FDA,3",Lid_13A,,,,,
2BQ551LI,TM143,Lid Inspection,Insert Fin Gap,in,,0.07,0.08,"FDA,3",Lid_13A,,,,,
2BQ551LI,TM143,Lid Inspection,End Circle Diameter,in,,0.12,0.13,"FDA,3",Lid_13A,,,,,
2BQ551LI,TM143,Lid Inspection,Center to Center Distance,in,,0.445,0.455,"FDA,3",Lid_13A,,,,,
2BQ551LI,TM143,Lid Inspection,Overall Lid Height,in,,1.472,1.492,"FDA,3",Lid_13A,,,,,
2BQ551LI,TM 143,Flip Lid Force,Flip Lid Force,lb,,0.75,,"FDA,2",Lid_13A,,,,,
2BQ551LI,TM143,Lid Inspection,Bead Diameter,in,,4.847,4.867,"FDA,3",Lid_13A,,,,,
2BQ551LI,TM143,Lid Inspection,Lid Inside Diameter,in,,4.917,4.937,"FDA,3",Lid_13A,,,,,
2BQ551LI,TM143,Lid Inspection,Weight,g,,32,42,"FDA,1",Lid_13A,,,,,
2BQ551LI,COA,Certificate of Analysis,Certificate of Analysis,,CofA meets specifications,,,,Lid_13A,,,,,
2BQ551LI,TM208,Lid Inspection,Appearance,,Meets Specifications,,,,Lid_13A,,,,,
2BQ551LI,TM208,Lid Inspection,Odor,,None detectable,,,,Lid_13A,,,,,
2BQ551LI,TM208,Lid Inspection,Lid Functionality,,Pass,,,,Lid_13A,,,,,
2BQ551LI,TM208,Lid Inspection,Color,,Translucent Purple,,,,Lid_13A,,,,,
2BS420,TM143,Web Measurement,Web Width,in,,11.4375,11.5625,"FDA,4",Web_NP3870_11.5,,,,,
2BS420,TM 101,Basis Weight,Basis Weight,#/Ream,,81,99,"FDA,1",Web_NP3870_11.5,,,,,
2BS420,TM107,Seal Strength,Seal Strength (350°F/40psi/1.0 sec dwell),g/in,,5000,,"FDA,0",Web_NP3870_11.5,,,,,
2BS420,COA,Certificate of Analysis,Certificate of Analysis,,CofA meets specifications,,,,Web_NP3870_11.5,,,,,
2BU275,TM132,Web Thickness,Web Thickness ,mil,,3.9,4.7,"FDA,1",Web_NP3895_8.5,,,,,
2BU275,TM143,Web Measurement,Web Width,in,,8.4375,8.5625,"FDA,4",Web_NP3895_8.5,,,,,
2BU275,TM 101,Basis Weight,Basis Weight,#/3000sqft,,65.3,79.8,"FDA,1",Web_NP3895_8.5,,,,,
2BU275,TM107,Seal Strength,Seal Strength (250°F/30psi/0.5 sec dwell),g/in,,2270,,"FDA,0",Web_NP3895_8.5,,,,,
2BU275,COA,Certificate of Analysis,Certificate of Analysis,,CofA meets specifications,,,,Web_NP3895_8.5,,,,,
2CA580SLI,TM143,Lid Inspection,Label Width,in,,1.8125,1.9375,"FDA,4",Lid_01R,,,,,
2CA580SLI,TM143,Lid Inspection,Label Length,in,,3.6675,3.7925,"FDA,4",Lid_01R,,,,,
2CA580SLI,TM208,Lid Inspection,Appearance,,Appearance Material is clean and free of particulate matter. ,,,,Lid_01R,,,,,
2CA580SLI,COA,Certificate of Analysis,Certificate of Compliance,,CofC meets specifications,,,,Lid_01R,,,,,
2CA580SLI,TM208,Lid Inspection,Color/Copy,,Copy/color is in accordance with the item # print specification,,,,Lid_01R,,,,,
2CA580SLI,TM208,Lid Inspection,Print,,"No smears, streaks, spots, or voids",,,,Lid_01R,,,,,
2CA580SLI,TM208,Lid Inspection,Odor,,No solvent odor is present,,,,Lid_01R,,,,,
2CA735,TM132,Web Thickness,Web Thickness ,mil,,2.48,3.03,"FDA,2",Web_NP8810_12.125,,,,,
2CA735,MVTR,Moisture Vapor Transmission rate,Report result from COA,GSM,,,10,"FDA,0",Web_NP8810_12.125,,,,,
2CA735,TM143,Web Measurement,Web Width,in,,12.0625,12.1875,"FDA,4",Web_NP8810_12.125,,,,,
2CA735,Dyne,Dyne Level,Dyne Level (outside film),,,36,38,"FDA,0",Web_NP8810_12.125,,,,,
2CA735,TM 101,Basis Weight,Basis Weight,#/Ream,,39.4,48.2,"FDA,1",Web_NP8810_12.125,,,,,
2CA735,TM107,Seal Strength,Seal Strength (350°F/30psi/0.5 dwell Top Jaw),gms/f,,500,,"FDA,0",Web_NP8810_12.125,,,,,
2CA735,COA,Certificate of Analysis,Certificate of Analysis,,CofA meets specifications,,,,Web_NP8810_12.125,,,,,
2CA735,TM208,Visual Inspection,Appearance,,Meets specifications,,,,Web_NP8810_12.125,,,,,
2CB196,TM132,Web Thickness,Web Thickness ,mil,,3.15,3.85,"FDA,2",Web_NP5114_41.0,,,,,
2CB196,TM143,Web Measurement,Web Width,in,,40.9375,41.0625,"FDA,4",Web_NP5114_41.0,,,,,
2CB196,TM 101,Basis Weight,Basis Weight,#/Ream,,53.1,64.9,"FDA,1",Web_NP5114_41.0,,,,,
2CB196,TM107,Seal Strength,Seal Strength (300°F/40psi/0.5 sec dewll),g/in,,1300,,"FDA,0",Web_NP5114_41.0,,,,,
2CB196,COA,Certificate of Analysis,Certificate of Analysis,,CofA meets specifications,,,,Web_NP5114_41.0,,,,,
2CB512,TM143,Web Measurement,Web Width,in,,4.4375,4.5625,"FDA,4",Web_NP3870_4.5,,,,,
2CB512,TM 101,Basis Weight,Basis Weight,#/Ream,,81,99,"FDA,1",Web_NP3870_4.5,,,,,
2CB512,TM107,Seal Strength,Seal Strength (350°F/40psi/1.0 sec dwell),g/in,,5000,,"FDA,0",Web_NP3870_4.5,,,,,
2CB512,COA,Certificate of Analysis,Certificate of Analysis,,CofA meets specifications,,,,Web_NP3870_4.5,,,,,
2DH211,TM143,Web Measurement,Web Width,in,,5.9375,6.0625,"FDA,4",Web_NP5116_6.0,,,,,
2DH211,TM 101,Basis Weight,Basis Weight,#/Ream,,55.8,68.2,"FDA,1",Web_NP5116_6.0,,,,,
2DH211,TM107,Seal Strength,Seal Strength (300°F/40psi/0.5 sec dewll),g/in,,1500,,"FDA,0",Web_NP5116_6.0,,,,,
2DH211,COA,Certificate of Analysis,Certificate of Analysis,,CofA meets specifications,,,,Web_NP5116_6.0,,,,,
2ED110,TM143,Web Measurement,Web Width,in,,4.4375,4.5625,"FDA,4",Web_NP5410_4.5,,,,,
2ED110,TM 101,Basis Weight,Basis Weight,#/Ream,,49.8,60.8,"FDA,1",Web_NP5410_4.5,,,,,
2ED110,TM107,Seal Strength,Seal Strength (300°F/40psi/0.5 sec dewll),g/in,,1500,,"FDA,0",Web_NP5410_4.5,,,,,
2ED110,TM 107,Seal Strength,Destruct Bond,g/in,Break occurs off the seal,,,,Web_NP5410_4.5,,,,,
2ED110,COA,Certificate of Analysis,Certificate of Analysis,,CofA meets specifications,,,,Web_NP5410_4.5,,,,,
2EU351,TM143,Web Measurement,Web Width,in,,6.9375,7.0625,"FDA,4",Web_NP5211_7.0,,,,,
2EU351,TM208,Visual Inspection,Eye spot repeat over 7 impressions,mm,,488,490,"FDA,0",Web_NP5211_7.0,,,,,
2EU351,COA,Certificate of Analysis,Certificate of Analysis,,COA Meets Specification,,,,Web_NP5211_7.0,,,,,
2EU351,COA,Certificate of Analysis,Certificate of Conformance,,CoC meets specifications,,,,Web_NP5211_7.0,,,,,
2EU351,COA,Certificate of Analysis,Certificate of Analysis,,CofA meets specifications,,,,Web_NP5211_7.0,,,,,
2EU351,TM208,Visual Inspection,2D Matrix (Barcode),,Meet Specifications,,,,Web_NP5211_7.0,,,,,
2EU351,TM208,Visual Inspection,Appearance,,Meets specifications,,,,Web_NP5211_7.0,,,,,
2EU351,TM208,Visual Inspection,Color/Copy,,Meets specifications,,,,Web_NP5211_7.0,,,,,
2FB6038,TM 101,Basis Weight,Basis Weight,#/Ream,,49.8,60.8,"FDA,1",Web_NP5410_8.0,,,,,
2FB6038,TM107,Seal Strength,Seal Strength (300°F/40psi/0.5 sec dewll),g/in,,1500,,"FDA,0",Web_NP5410_8.0,,,,,
2FB6038,COA,Certificate of Analysis,Certificate of Analysis,,CofA meets specifications,,,,Web_NP5410_8.0,,,,,
2FB6038,TM143,Web Measurement,Web Width,in,,7.9375,8.0625,"FDA,4",Web_NP5410_8.0,,,,,
2FB6038,TM 107,Seal Strength,Destruct Bond,g/in,,,,,Web_NP5410_8.0,,,,,
2FH070,TM143,Web Measurement,Web Width,in,,5.9375,6.0625,"FDA,4",Web_NP5115_6.0,,,,,
2FH070,TM 101,Basis Weight,Basis Weight,#/Ream,,55.6,68,"FDA,1",Web_NP5115_6.0,,,,,
2FH070,TM107,Seal Strength,Seal Strength (325°F/40PSI/0.5ec Dwell),g/in,,1500,,"FDA,0",Web_NP5115_6.0,,,,,
2FH070,COA,Certificate of Analysis,Certificate of Analysis,,CofA meets specifications,,,,Web_NP5115_6.0,,,,,
2FJ141R,TM132,Web Thickness,Web Thickness ,mil,,2.2,2.8,"FDA,1",Web_NP8535_16,,,,,
2FJ141R,TM143,Web Measurement,Web Width,in,,15.9375,16.0625,"FDA,4",Web_NP8535_16,,,,,
2FJ141R,TM 101,Basis Weight,Basis Weight,#/Ream,,35.82,45.6,"FDA,2",Web_NP8535_16,,,,,
2FJ141R,TM107,Seal Strength,Seal Strength (300°F/30psi/1.5 sec dwell),g/in,,3500,,"FDA,0",Web_NP8535_16,,,,,
2FJ141R,COA,Certificate of Analysis,Certificate of Analysis,,CofA meets specifications,,,,Web_NP8535_16,,,,,
2HA580,TM132,Web Thickness,Web Thickness ,mil,,2.86,3.64,"FDA,2",Web_NP8540_17.0,,,,,
2HA580,TM143,Web Measurement,Web Width,in,,16.9375,17.0625,"FDA,4",Web_NP8540_17.0,,,,,
2HA580,TM 101,Basis Weight,Basis Weight,#/Ream,,45.4,57.8,"FDA,1",Web_NP8540_17.0,,,,,
2HA580,TM107,Seal Strength,Seal Strength (300°F/30psi/1.5 sec dwell),g/in,,3500,,"FDA,0",Web_NP8540_17.0,,,,,
2HA580,COA,Certificate of Analysis,Certificate of Analysis,,CofA meets specifications,,,,Web_NP8540_17.0,,,,,
2HU120,TM143,Web Measurement,Web Width,in,,8.4375,8.5625,"FDA,4",Web_NP5115_8.5,,,,,
2HU120,TM 101,Basis Weight,Basis Weight,#/Ream,,55.6,68,"FDA,1",Web_NP5115_8.5,,,,,
2HU120,TM107,Seal Strength,Seal Strength (325°F/40PSI/0.5ec Dwell),g/in,,1500,,"FDA,0",Web_NP5115_8.5,,,,,
2HU120,COA,Certificate of Analysis,Certificate of Analysis,,CofA meets specifications,,,,Web_NP5115_8.5,,,,,
2JC699,TM143,Web Measurement,Web Width,in,,5.9375,6.0625,"FDA,4",Web_NP5410_6.0,,,,,
2JC699,TM 101,Basis Weight,Basis Weight,#/Ream,,49.8,60.8,"FDA,1",Web_NP5410_6.0,,,,,
2JC699,TM107,Seal Strength,Seal Strength (300°F/40psi/0.5 sec dewll),g/in,,1500,,"FDA,0",Web_NP5410_6.0,,,,,
2JC699,TM 107,Seal Strength,Destruct Bond,g/in,Break occurs off the seal,,,,Web_NP5410_6.0,,,,,
2JC699,COA,Certificate of Analysis,Certificate of Analysis,,CofA meets specifications,,,,Web_NP5410_6.0,,,,,
2LB406,TM143,Web Measurement,Web Width,in,,9.9375,10.0625,"FDA,4",Web_NP3870_10.0,,,,,
2LB406,TM 101,Basis Weight,Basis Weight,#/Ream,,83.7,96.3,"FDA,1",Web_NP3870_10.0,,,,,
2LB406,TM107,Seal Strength,Seal Strength (350°F/40psi/1.0 sec dwell),g/in,,5000,,"FDA,0",Web_NP3870_10.0,,,,,
2LB406,COA,Certificate of Analysis,Certificate of Analysis,,CofA meets specifications,,,,Web_NP3870_10.0,,,,,
2OA347SLI,TM143,Lid Inspection,Lid Wall Thickness,in,,0.025,0.035,"FDA,3",Lid_NY_Summer's Eve Fresh Cycle,,,,,
2OA347SLI,TM143,Lid Inspection,Overall closed lid height,in,,0.355,0.385,"FDA,3",Lid_NY_Summer's Eve Fresh Cycle,,,,,
2OA347SLI,TM143,Lid Inspection,Label Width,in,,1.8125,1.9375,"FDA,4",Lid_NY_Summer's Eve Fresh Cycle,,,,,
2OA347SLI,TM143,Lid Inspection,Label Length,in,,3.6875,3.8125,"FDA,4",Lid_NY_Summer's Eve Fresh Cycle,,,,,
2OA347SLI,TM143,Lid Inspection,Open Lid Overall Width,in,,4.351,4.401,"FDA,3",Lid_NY_Summer's Eve Fresh Cycle,,,,,
2OA347SLI,TM143,Lid Inspection,Weight,g,,10.5,12.5,"FDA,1",Lid_NY_Summer's Eve Fresh Cycle,,,,,
2OA347SLI,COA,Certificate of Analysis,Certificate of Compliance,,CofC meets specifications,,,,Lid_NY_Summer's Eve Fresh Cycle,,,,,
2OA347SLI,TM208,Lid Inspection,Color/Copy,,Copy/color is in accordance with the item # print specification,,,,Lid_NY_Summer's Eve Fresh Cycle,,,,,
2OA347SLI,TM208,Lid Inspection,Appearance,,Meet specification,,,,Lid_NY_Summer's Eve Fresh Cycle,,,,,
2OA347SLI,TM208,Lid Inspection,Lid Functionality,,Meet specification,,,,Lid_NY_Summer's Eve Fresh Cycle,,,,,
2OA347SLI,TM208,Lid Inspection,Color,,Meets the specification,,,,Lid_NY_Summer's Eve Fresh Cycle,,,,,
2OA347SLI,TM208,Lid Inspection,Print,,"No smears, streaks, spots, or voids",,,,Lid_NY_Summer's Eve Fresh Cycle,,,,,
2OA347SLI,TM208,Lid Inspection,Odor,,None detectable,,,,Lid_NY_Summer's Eve Fresh Cycle,,,,,
2OA592SLI,TM143,Lid Inspection,Lid Wall Thickness,in,,0.025,0.035,"FDA,3",Lid_NY_NP7600_22S,,,,,
2OA592SLI,TM143,Lid Inspection,Overall closed lid height,in,,0.355,0.385,"FDA,3",Lid_NY_NP7600_22S,,,,,
2OA592SLI,TM143,Lid Inspection,Label Width,in,,1.8125,1.9375,"FDA,4",Lid_NY_NP7600_22S,,,,,
2OA592SLI,TM143,Lid Inspection,Label Length,in,,3.6675,3.7925,"FDA,4",Lid_NY_NP7600_22S,,,,,
2OA592SLI,TM143,Lid Inspection,Open Lid Overall Width,in,,4.351,4.401,"FDA,3",Lid_NY_NP7600_22S,,,,,
2OA592SLI,TM143,Lid Inspection,Weight,g,,10.5,12.5,"FDA,1",Lid_NY_NP7600_22S,,,,,
2OA592SLI,COA,Certificate of Analysis,Certificate of Compliance,,CofC meets specifications,,,,Lid_NY_NP7600_22S,,,,,
2OA592SLI,TM208,Lid Inspection,Color/Copy,,Copy/color is in accordance with the item # print specification,,,,Lid_NY_NP7600_22S,,,,,
2OA592SLI,TM208,Lid Inspection,Appearance,,Meet specification,,,,Lid_NY_NP7600_22S,,,,,
2OA592SLI,TM208,Lid Inspection,Lid Functionality,,Meet specification,,,,Lid_NY_NP7600_22S,,,,,
2OA592SLI,TM208,Lid Inspection,Print,,"No smears, streaks, spots, or voids",,,,Lid_NY_NP7600_22S,,,,,
2OA592SLI,TM208,Lid Inspection,Odor,,None detectable,,,,Lid_NY_NP7600_22S,,,,,
2OA592SLI,TM208,Lid Inspection,Color,,Teal Pantone 3145C,,,,Lid_NY_NP7600_22S,,,,,
2OA632SLI,TM143,Lid Inspection,Lid Wall Thickness,in,,0.025,0.035,"FDA,3",Lid_NY_Prep H medicated Hemorrhoidal Wipes,,,,,
2OA632SLI,TM143,Lid Inspection,Overall closed lid height,in,,0.355,0.385,"FDA,3",Lid_NY_Prep H medicated Hemorrhoidal Wipes,,,,,
2OA632SLI,TM143,Lid Inspection,Label Width,in,,1.8125,1.9375,"FDA,4",Lid_NY_Prep H medicated Hemorrhoidal Wipes,,,,,
2OA632SLI,TM143,Lid Inspection,Label Length,in,,3.6675,3.7925,"FDA,4",Lid_NY_Prep H medicated Hemorrhoidal Wipes,,,,,
2OA632SLI,TM143,Lid Inspection,Open Lid Overall Width,in,,4.351,4.401,"FDA,3",Lid_NY_Prep H medicated Hemorrhoidal Wipes,,,,,
2OA632SLI,TM143,Lid Inspection,Weight,g,,10.5,12.5,"FDA,1",Lid_NY_Prep H medicated Hemorrhoidal Wipes,,,,,
2OA632SLI,TM208,Lid Inspection,Appearance,,Appearance Material is clean and free of particulate matter. ,,,,Lid_NY_Prep H medicated Hemorrhoidal Wipes,,,,,
2OA632SLI,COA,Certificate of Analysis,Certificate of Compliance,,CofC meets specifications,,,,Lid_NY_Prep H medicated Hemorrhoidal Wipes,,,,,
2OA632SLI,TM208,Lid Inspection,Color/Copy,,Copy/color is in accordance with the item # print specification,,,,Lid_NY_Prep H medicated Hemorrhoidal Wipes,,,,,
2OA632SLI,TM208,Lid Inspection,Lid Functionality,,Meet specification,,,,Lid_NY_Prep H medicated Hemorrhoidal Wipes,,,,,
2OA632SLI,TM208,Lid Inspection,Color,,Meets the specification,,,,Lid_NY_Prep H medicated Hemorrhoidal Wipes,,,,,
2OA632SLI,TM208,Lid Inspection,Print,,"No smears, streaks, spots, or voids",,,,Lid_NY_Prep H medicated Hemorrhoidal Wipes,,,,,
2OA632SLI,TM208,Lid Inspection,Odor,,No solvent odor is present,,,,Lid_NY_Prep H medicated Hemorrhoidal Wipes,,,,,
2OJ124SLI,TM143,Lid Inspection,Label Width,in,,1.8125,1.9375,"FDA,4",Lid_NY_Cetaphil Gentle Skin cleansing wipes solo,,,,,
2OJ124SLI,TM143,Lid Inspection,Label Length,in,,3.6675,3.7925,"FDA,4",Lid_NY_Cetaphil Gentle Skin cleansing wipes solo,,,,,
2OJ124SLI,TM208,Lid Inspection,Appearance,,Appearance Material is clean and free of particulate matter. ,,,,Lid_NY_Cetaphil Gentle Skin cleansing wipes solo,,,,,
2OJ124SLI,COA,Certificate of Analysis,Certificate of Compliance,,CofC meets specifications,,,,Lid_NY_Cetaphil Gentle Skin cleansing wipes solo,,,,,
2OJ124SLI,TM208,Lid Inspection,Color/Copy,,Copy/color is in accordance with the item # print specification,,,,Lid_NY_Cetaphil Gentle Skin cleansing wipes solo,,,,,
2OJ124SLI,TM208,Lid Inspection,Print,,"No smears, streaks, spots, or voids",,,,Lid_NY_Cetaphil Gentle Skin cleansing wipes solo,,,,,
2OJ124SLI,TM208,Lid Inspection,Odor,,No solvent odor is present,,,,Lid_NY_Cetaphil Gentle Skin cleansing wipes solo,,,,,
2OJ130SLI,TM143,Lid Inspection,Lid Wall Thickness,in,,0.025,0.035,"FDA,3",Lid_NY_NP7600_22Y,,,,,
2OJ130SLI,TM143,Lid Inspection,Overall closed lid height,in,,0.355,0.385,"FDA,3",Lid_NY_NP7600_22Y,,,,,
2OJ130SLI,TM143,Lid Inspection,Label Width,in,,1.8125,1.9375,"FDA,4",Lid_NY_NP7600_22Y,,,,,
2OJ130SLI,TM143,Lid Inspection,Label Length,in,,3.6675,3.7925,"FDA,4",Lid_NY_NP7600_22Y,,,,,
2OJ130SLI,TM143,Lid Inspection,Open Lid Overall Width,in,,4.351,4.401,"FDA,3",Lid_NY_NP7600_22Y,,,,,
2OJ130SLI,TM143,Lid Inspection,Weight,g,,10.5,12.5,"FDA,1",Lid_NY_NP7600_22Y,,,,,
2OJ130SLI,TM208,Lid Inspection,Appearance,,Appearance Material is clean and free of particulate matter. ,,,,Lid_NY_NP7600_22Y,,,,,
2OJ130SLI,COA,Certificate of Analysis,Certificate of Compliance,,CofC meets specifications,,,,Lid_NY_NP7600_22Y,,,,,
2OJ130SLI,TM208,Lid Inspection,Color/Copy,,Copy/color is in accordance with the item # print specification,,,,Lid_NY_NP7600_22Y,,,,,
2OJ130SLI,TM208,Lid Inspection,Lid Functionality,,Meet specification,,,,Lid_NY_NP7600_22Y,,,,,
2OJ130SLI,TM208,Lid Inspection,Color,,Meets the specification,,,,Lid_NY_NP7600_22Y,,,,,
2OJ130SLI,TM208,Lid Inspection,Print,,"No smears, streaks, spots, or voids",,,,Lid_NY_NP7600_22Y,,,,,
2OJ130SLI,TM208,Lid Inspection,Odor,,No solvent odor is present,,,,Lid_NY_NP7600_22Y,,,,,
2OJ213SLI,TM143,Lid Inspection,Label Length,in,,1.8125,1.9375,"FDA,4",Lid_01A,,,,,
2OJ213SLI,TM143,Lid Inspection,Label Width,in,,3.6675,3.7925,"FDA,4",Lid_01A,,,,,
2OJ213SLI,TM208,Lid Inspection,Appearance,,Appearance Material is clean and free of particulate matter. ,,,,Lid_01A,,,,,
2OJ213SLI,COA,Certificate of Analysis,Certificate of Compliance,,CofC meets specifications,,,,Lid_01A,,,,,
2OJ213SLI,TM208,Lid Inspection,Color/Copy,,Copy/color is in accordance with the item # print specification,,,,Lid_01A,,,,,
2OJ213SLI,TM208,Lid Inspection,Print,,"No smears, streaks, spots, or voids",,,,Lid_01A,,,,,
2OJ213SLI,TM208,Lid Inspection,Odor,,No solvent odor is present,,,,Lid_01A,,,,,
2OM304,TM132,Web Thickness,Web Thickness ,mil,,2.86,3.64,"FDA,2",Web_NP8540_16.0,,,,,
2OM304,TM143,Web Measurement,Web Width,in,,15.9375,16.0625,"FDA,4",Web_NP8540_16.0,,,,,
2OM304,TM 101,Basis Weight,Basis Weight,#/Ream,,45.4,57.8,"FDA,1",Web_NP8540_16.0,,,,,
2OM304,TM107,Seal Strength,Seal Strength (300°F/30psi/1.5 sec dwell),g/in,,3500,,"FDA,0",Web_NP8540_16.0,,,,,
2OM304,COA,Certificate of Analysis,Certificate of Analysis,,CofA meets specifications,,,,Web_NP8540_16.0,,,,,
2OM304SLI,TM143,Lid Inspection,Label Width,in,,1.8125,1.9375,"FDA,4",Lid_No-Rinse sanitizing Solo,,,,,
2OM304SLI,TM143,Lid Inspection,Label Length,in,,3.6675,3.7925,"FDA,4",Lid_No-Rinse sanitizing Solo,,,,,
2OM304SLI,TM208,Lid Inspection,Appearance,,Appearance Material is clean and free of particulate matter. ,,,,Lid_No-Rinse sanitizing Solo,,,,,
2OM304SLI,COA,Certificate of Analysis,Certificate of Compliance,,CofC meets specifications,,,,Lid_No-Rinse sanitizing Solo,,,,,
2OM304SLI,TM208,Lid Inspection,Color/Copy,,Copy/color is in accordance with the item # print specification,,,,Lid_No-Rinse sanitizing Solo,,,,,
2OM304SLI,TM208,Lid Inspection,Print,,"No smears, streaks, spots, or voids",,,,Lid_No-Rinse sanitizing Solo,,,,,
2OM304SLI,TM208,Lid Inspection,Odor,,No solvent odor is present,,,,Lid_No-Rinse sanitizing Solo,,,,,
2OM701SLI,TM143,Lid Inspection,Label Width,in,,1.8125,1.9375,"FDA,4",Lid_No-Rinse sanitizing Solo_01,,,,,
2OM701SLI,TM143,Lid Inspection,Label Length,in,,3.6675,3.7925,"FDA,4",Lid_No-Rinse sanitizing Solo_01,,,,,
2OM701SLI,TM208,Lid Inspection,Appearance,,Appearance Material is clean and free of particulate matter. ,,,,Lid_No-Rinse sanitizing Solo_01,,,,,
2OM701SLI,COA,Certificate of Analysis,Certificate of Compliance,,CofC meets specifications,,,,Lid_No-Rinse sanitizing Solo_01,,,,,
2OM701SLI,TM208,Lid Inspection,Color/Copy,,Copy/color is in accordance with the item # print specification,,,,Lid_No-Rinse sanitizing Solo_01,,,,,
2OM701SLI,TM208,Lid Inspection,Print,,"No smears, streaks, spots, or voids",,,,Lid_No-Rinse sanitizing Solo_01,,,,,
2OM701SLI,TM208,Lid Inspection,Odor,,No solvent odor is present,,,,Lid_No-Rinse sanitizing Solo_01,,,,,
2OP037,TM 101,Basis Weight,Basis Weight,Lbs/Ream,,43.1,52.7,"FDA,1",Web_NP8511_245,,,,,
2OP037,TM132,Web Thickness,Thickness,micron,,64.8,79.2,"FDA,1",Web_NP8511_245,,,,,
2OP037,TM143,Web Measurement,Web Width,mm,,243,247,"FDA,0",Web_NP8511_245,,,,,
2OP037,COA,Certificate of Analysis,Certificate of Analysis,,CofA meets specifications,,,,Web_NP8511_245,,,,,
2OP037,TM107,Seal Strength,Seal Strength (140°C/1sec/14psi),g/in,,2500,,"FDA,0",Web_NP8511_245,,,,,
2OP037,TM208,Visual Inspection,Artwork / Copy,,Sample(s) all meet specifications,,,,Web_NP8511_245,,,,,
2OP063,Dyne,Dyne Level,Dyne Level (outside film),,,,,"FDA,0",Web_NP8511_320,,,,,
2OP063,TM 101,Basis Weight,Basis Weight,Lbs/Ream,,43.1,52.7,"FDA,1",Web_NP8511_320,,,,,
2OP063,TM132,Web Thickness,Thickness,micron,,64.8,79.2,"FDA,1",Web_NP8511_320,,,,,
2OP063,TM143,Web Measurement,Web Width,mm,,318,322,"FDA,0",Web_NP8511_320,,,,,
2OP063,TM107,Seal Strength,Seal Strength (140°C/14psi/1 s dwellTopJaw),g/in,,2500,,"FDA,0",Web_NP8511_320,,,,,
2OP063,TM107,Seal Strength,Seal Strength (140°C/1sec/14psi),g/in,,2500,,"FDA,0",Web_NP8511_320,,,,,
2OP063,COA,Certificate of Analysis,Certificate of Analysis,,CofA meets specifications,,,,Web_NP8511_320,,,,,
2OP065,TM132,Web Thickness,Thickness,mil,,2.367,2.893,"FDA,3",Web_NP8536_11.875,,,,,
2OP065,TM143,Web Measurement,Web Width,in,,11.8125,11.9375,"FDA,4",Web_NP8536_11.875,,,,,
2OP065,TM 101,Basis Weight,Basis Weight,Lb/Ream,,40.1,49.02,"FDA,2",Web_NP8536_11.875,,,,,
2OP065,TM208,Visual Inspection,Barcode Legibility/Quality,,Barcode should scan and code should be matched under the barcode ,,,,Web_NP8536_11.875,,,,,
2OP065,COA,Certificate of Analysis,Certificate of Analysis,,CofA meets specifications,,,,Web_NP8536_11.875,,,,,
2OP065,TM208,Visual Inspection,Appearance,,Meets specifications,,,,Web_NP8536_11.875,,,,,
2OP065,TM208,Visual Inspection,Color/Copy,,Meets specifications,,,,Web_NP8536_11.875,,,,,
2OP065,TM107,Seal Strength,Seal Strength (320°F/40psi/0.5 sec dwell),g/in,,2000,,"FDA,0",Web_NP8536_11.875,,,,,
2OP072,Dyne,Dyne Level,Dyne Level (outside film),,,,,"FDA,0",Web_NP8511_245,,,,,
2OP073,TM107,Seal Strength,Seal Strength (350°F/40psi/0.5ec dwell),g/in,,2500,,"FDA,0",Web_NP8536_11.875,,,,,
